gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Enterocytes	WNT2B+ Fos-hi	CD4+ Memory	Plasma	Macrophages
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F7E26271	0.009	5.105	0.001	0.022	0.009
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC0CF621D48	0.031	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0A8902C85	0.0	10.358	0.001	0.032	0.012
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0A0532ADC	0.0	0.295	0.0	0.005	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0CFF5E19D	0.1	1.053	0.0	0.009	0.002
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0DF641DAA	0.031	0.411	0.0	0.004	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC0681D30FE	0.0	7.463	0.001	0.056	0.009
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC02017BE74	0.061	0.611	0.001	0.007	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC04085F9F9	0.004	2.295	0.0	0.021	0.037
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0A54B5323	0.0	4.579	0.004	0.019	0.035
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0ECFACED2	0.009	1.032	0.002	0.005	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0CA323AE3	0.004	0.011	0.0	0.006	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC0092846B0	0.0	0.705	0.0	0.004	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC08AF9CA91	0.0	0.011	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC07E958BDE	0.013	0.021	0.004	0.001	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC08CC68F11	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0CE433AB8	0.0	0.0	0.0	0.001	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC03BFF1D95	0.0	0.137	0.0	0.004	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC03ADD2063	0.0	0.326	0.025	0.013	0.016
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0082A7233	0.0	0.0	0.001	0.02	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0674C647E	0.0	0.0	0.0	0.008	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC03D71E025	0.0	0.042	0.0	0.002	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC060984F83	0.0	0.505	0.0	0.001	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0014D5A6E	0.076	0.137	0.001	0.001	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0B066E03C	0.0	0.0	0.0	0.0	0.002
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0B4BD965C	0.004	0.0	0.0	0.118	0.012
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0247E9ADB	0.068	0.0	0.004	0.018	0.007
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0035F0B0F	0.0	0.0	0.0	0.002	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC06ACCFA52	0.0	0.0	0.0	0.015	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC069F9E62C	0.013	0.0	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0D2BDC009	0.002	0.242	0.001	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC05F111D21	0.004	0.074	0.0	0.002	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BCD683D4	0.009	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC05B2AA866	0.0	0.126	0.0	0.001	0.002
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0247375A7	1.697	0.0	0.0	0.005	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F73E9099	0.009	5.105	0.001	0.022	0.009
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC016235D3A	0.031	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC0BC63F8C0	0.0	10.358	0.001	0.032	0.012
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC0672FBD31	0.0	0.295	0.0	0.005	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0545E2502	0.031	0.411	0.0	0.004	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC006E22794	0.0	7.463	0.001	0.056	0.009
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0458F68A5	0.061	0.611	0.001	0.007	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC09FDA4F45	0.004	2.295	0.0	0.021	0.037
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F4BC2909	0.0	4.579	0.004	0.019	0.035
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC02AE206BE	0.009	1.032	0.002	0.005	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0A8E69BC5	0.004	0.011	0.0	0.006	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05992FDC8	0.0	0.705	0.0	0.004	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC069F95780	0.0	0.011	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DAD29856	0.013	0.021	0.004	0.001	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC02F06FF62	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC0EC572716	0.0	0.0	0.0	0.001	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0F8D27FBC	0.0	0.137	0.0	0.004	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0EA3FC100	0.0	0.326	0.025	0.013	0.016
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC091173D82	0.0	0.0	0.001	0.02	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC07FB88720	0.0	0.0	0.0	0.008	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC035953E6B	0.0	0.042	0.0	0.002	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0BD4C290F	0.0	0.505	0.0	0.001	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC053BBE2B1	0.076	0.137	0.001	0.001	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC0DA5EFA18	0.0	0.0	0.0	0.0	0.002
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0F778DC8E	0.004	0.0	0.0	0.118	0.012
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.068	0.0	0.004	0.018	0.007
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.0	0.0	0.0	0.002	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090DB3159	0.0	0.0	0.0	0.015	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC0FF018913	0.013	0.0	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	0.002	0.242	0.001	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	0.004	0.074	0.0	0.002	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC040B3EFBC	0.009	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC004A436C5	0.0	0.126	0.0	0.001	0.002
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC08AA91C84	1.697	0.0	0.0	0.005	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC0EAF80261	0.061	0.0	0.0	0.015	0.002
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC01EA4FF6B	0.009	5.105	0.001	0.022	0.009
COL2A1	P02458	False	CO2A1_HUMAN		CPI-SC036D78A43	0.031	0.0	0.0	0.0	0.0
COL3A1	P02461	False	CO3A1_HUMAN		CPI-SC054484F7B	0.0	10.358	0.001	0.032	0.012
COL4A1	P02462	False	CO4A1_HUMAN		CPI-SC02392F4AF	0.0	0.295	0.0	0.005	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC01FFC9392	0.1	1.053	0.0	0.009	0.002
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CA7B34A5	0.031	0.411	0.0	0.004	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC05CCF815E	0.0	7.463	0.001	0.056	0.009
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC07222A428	0.061	0.611	0.001	0.007	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC08D8A859F	0.004	2.295	0.0	0.021	0.037
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0814068D9	0.0	4.579	0.004	0.019	0.035
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0D870AE49	0.009	1.032	0.002	0.005	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0E4E54E13	0.004	0.011	0.0	0.006	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC035134F18	0.0	0.705	0.0	0.004	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC04B354AE3	0.0	0.011	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0FC645961	0.013	0.021	0.004	0.001	0.0
COL8A1	P27658	False	CO8A1_HUMAN		CPI-SC058845C44	0.0	0.0	0.0	0.0	0.0
COL4A5	P29400	False	CO4A5_HUMAN		CPI-SC09C0B5D08	0.0	0.0	0.0	0.001	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC039D075C6	0.0	0.137	0.0	0.004	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC04B0064C4	0.0	0.326	0.025	0.013	0.016
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC03DD752AB	0.0	0.0	0.001	0.02	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC052A417CB	0.0	0.0	0.0	0.008	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC08A98E7D4	0.0	0.042	0.0	0.002	0.0
COL14A1	Q05707	False	COEA1_HUMAN		CPI-SC0E0C50FCA	0.0	0.505	0.0	0.001	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01E9FAC20	0.076	0.137	0.001	0.001	0.0
COL4A6	Q14031	False	CO4A6_HUMAN		CPI-SC061137A41	0.0	0.0	0.0	0.0	0.002
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC01F1F24AA	0.004	0.0	0.0	0.118	0.012
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC08226CD3B	0.068	0.0	0.004	0.018	0.007
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0ADD7BEF0	0.0	0.0	0.0	0.002	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC0EB600CAC	0.0	0.0	0.0	0.015	0.0
COL28A1	Q2UY09	False	COSA1_HUMAN		CPI-SC083EDDA21	0.013	0.0	0.0	0.0	0.0
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0CCF30377	0.002	0.242	0.001	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0CE6F5084	0.004	0.074	0.0	0.002	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC09DE07794	0.009	0.0	0.0	0.0	0.0
COL12A1	Q99715	False	COCA1_HUMAN		CPI-SC0F300DE24	0.0	0.126	0.0	0.001	0.002
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06873D10F	1.697	0.0	0.0	0.005	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0E3784FFB	0.046	0.305	0.0	0.03	0.0
CDH1	P12830	False	CADH1_HUMAN		CPI-SC0D9B795CC	3.474	0.0	0.001	0.008	0.002
FN1	P02751	False	FINC_HUMAN		CPI-SC08B6B74FB	0.1	1.053	0.0	0.009	0.002
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0200AC9E3	0.286	0.411	0.0	0.008	0.047
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC0974B60B7	0.0	0.0	0.116	0.001	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC090855C8E	0.1	1.053	0.0	0.009	0.002
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0B9199C7F	0.046	0.305	0.0	0.03	0.0
THBS1	P07996	False	TSP1_HUMAN		CPI-SC0755598EE	0.286	0.411	0.0	0.008	0.047
FGF2	P09038	False	FGF2_HUMAN		CPI-SC044E3F9B6	0.002	0.011	0.0	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SC0988E0218	0.0	0.0	0.001	0.005	0.128
THY1	P04216	False	THY1_HUMAN		CPI-SC00756BB93	0.0	1.905	0.0	0.006	0.005
VWF	P04275	False	VWF_HUMAN		CPI-SC0E1037D03	0.0	0.0	0.002	0.006	0.002
FCER2	P06734	False	FCER2_HUMAN		CPI-SC05A209BEC	0.017	0.0	0.003	0.042	0.009
MMP2	P08253	False	MMP2_HUMAN		CPI-SC02E74AFA5	0.0	2.547	0.001	0.008	0.009
TNC	P24821	False	TENA_HUMAN		CPI-SC0A58E6695	0.0	0.074	0.001	0.007	0.002
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC095A2C115	6.028	0.242	0.005	0.045	1.555
FN1	P02751	False	FINC_HUMAN		CPI-SC04F2478E9	0.1	1.053	0.0	0.009	0.002
THBS1	P07996	False	TSP1_HUMAN		CPI-SC02BFEEC8A	0.286	0.411	0.0	0.008	0.047
LAMA3	Q16787	False	LAMA3_HUMAN		CPI-SC0ED0520DD	1.478	0.0	0.0	0.003	0.0
CSPG4	Q6UVK1	False	CSPG4_HUMAN		CPI-SC09938698A	0.0	0.011	0.0	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC06364D669	0.1	1.053	0.0	0.009	0.002
SPP1	P10451	False	OSTP_HUMAN		CPI-SC07BE7830D	0.0	0.0	0.001	0.005	0.128
TNC	P24821	False	TENA_HUMAN		CPI-SC0BC542ACC	0.0	0.074	0.001	0.007	0.002
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SC0E9C058EB	6.028	0.242	0.005	0.045	1.555
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC01833C7FC	14.749	0.042	0.021	0.092	0.03
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC0A9EB628A	0.002	1.495	0.001	0.002	0.03
JAM2	P57087	False	JAM2_HUMAN		CPI-SC070D5A96F	0.002	0.021	0.0	0.014	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0B4D7E0FF	0.1	1.053	0.0	0.009	0.002
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC08E97F7CA	0.002	1.495	0.001	0.002	0.03
MADCAM1	Q13477	False	MADCA_HUMAN		CPI-SC098B43B5A	0.0	0.032	0.003	0.007	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC08B2AD7C6	0.1	1.053	0.0	0.009	0.002
CD40LG	P29965	False	CD40L_HUMAN		CPI-SC0C8B4C056	0.0	0.0	0.116	0.001	0.0
PLA2G2A	P14555	False	PA2GA_HUMAN		CPI-SC062C5C6C2	14.749	0.042	0.021	0.092	0.03
FBN1	P35555	False	FBN1_HUMAN		CPI-SC058F72F90	0.0	0.4	0.0	0.003	0.002
FN1	P02751	False	FINC_HUMAN		CPI-SC092C3E4DF	0.1	1.053	0.0	0.009	0.002
TNC	P24821	False	TENA_HUMAN		CPI-SC01195CB48	0.0	0.074	0.001	0.007	0.002
FN1	P02751	False	FINC_HUMAN		CPI-SC096929DB0	0.1	1.053	0.0	0.009	0.002
FN1	P02751	False	FINC_HUMAN		CPI-SC0847A64D2	0.1	1.053	0.0	0.009	0.002
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0EEF3A379	0.046	0.305	0.0	0.03	0.0
LAMC1	P11047	False	LAMC1_HUMAN		CPI-SC0A2FE9693	0.046	0.305	0.0	0.03	0.0
CDH1	P12830	False	CADH1_HUMAN		CPI-SS0CC5DCE80	3.474	0.0	0.001	0.008	0.002
CDH1	P12830	False	CADH1_HUMAN		CPI-SC007890A1C	3.474	0.0	0.001	0.008	0.002
FGF2	P09038	False	FGF2_HUMAN		CPI-SS03DA2A820	0.002	0.011	0.0	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS02AB0C3E0	0.0	0.0	0.001	0.005	0.128
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0703338F5	0.873	0.084	0.021	0.024	0.415
HGF	P14210	False	HGF_HUMAN		CPI-SS03722104E	0.0	0.053	0.001	0.007	0.012
FGF2	P09038	False	FGF2_HUMAN		CPI-SS008FB916C	0.002	0.011	0.0	0.0	0.0
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS044CF7EAE	0.079	0.0	0.01	0.007	0.012
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0D4CA5D92	0.007	0.0	0.0	0.001	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0D95D41D6	0.0	0.568	0.002	0.013	0.005
FGF2	P09038	False	FGF2_HUMAN		CPI-SS01F67987A	0.002	0.011	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F2C6A4D4	0.007	0.0	0.0	0.001	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS05A94DE17	0.002	0.011	0.0	0.0	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06B86672A	0.533	0.726	0.261	0.865	0.378
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0F6A7A4DF	0.007	0.0	0.0	0.001	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS0E928B8C8	0.0	0.568	0.002	0.013	0.005
TIMP1	P01033	False	TIMP1_HUMAN		CPI-SS0735F5C3A	3.694	8.284	0.09	1.5	4.075
TFF1	P04155	False	TFF1_HUMAN		CPI-SS04640F9C3	18.823	0.0	0.015	0.093	0.023
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS0348DB5E3	0.0	0.147	0.016	0.001	0.014
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0D636A374	0.002	0.011	0.0	0.0	0.0
FGF18	O76093	False	FGF18_HUMAN		CPI-SS0E134097C	0.007	0.0	0.0	0.001	0.0
FGF7	P21781	False	FGF7_HUMAN		CPI-SS00E68BB92	0.0	0.568	0.002	0.013	0.005
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0BF3ED143	0.066	0.074	0.001	0.0	0.0
FGF2	P09038	False	FGF2_HUMAN		CPI-SS0CB6968B9	0.002	0.011	0.0	0.0	0.0
SPP1	P10451	False	OSTP_HUMAN		CPI-SS0C1BD22BC	0.0	0.0	0.001	0.005	0.128
SPP1	P10451	False	OSTP_HUMAN		CPI-SC01AB9BED7	0.0	0.0	0.001	0.005	0.128
TNC	P24821	False	TENA_HUMAN		CPI-SC056BF6CBB	0.0	0.074	0.001	0.007	0.002
VCAM1	P19320	False	VCAM1_HUMAN		CPI-SC062D34C2A	0.002	1.495	0.001	0.002	0.03
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SS085EE60B1	0.004	0.284	0.039	0.168	0.235
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SS0D46E2B45	0.002	0.021	0.002	0.001	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC0A05D3880	0.0	1.905	0.0	0.006	0.005
FCER2	P06734	False	FCER2_HUMAN		CPI-SC07312BD5C	0.017	0.0	0.003	0.042	0.009
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0B6D68FD5	0.362	0.284	0.01	0.204	0.424
F10	P00742	False	FA10_HUMAN		CPI-SC0C3E2D267	0.002	0.242	0.0	0.0	0.002
C3	P01024	False	CO3_HUMAN		CPI-SC0527EEE7A	0.004	0.558	0.0	0.004	0.002
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0B292AEE6	0.004	0.0	0.001	0.0	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC0F9DD28F3	0.0	0.063	0.002	0.001	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC0C6B54D7A	0.0	1.905	0.0	0.006	0.005
FCER2	P06734	False	FCER2_HUMAN		CPI-SC03446A95E	0.017	0.0	0.003	0.042	0.009
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0A9458008	0.362	0.284	0.01	0.204	0.424
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	0.017	0.0	0.003	0.042	0.009
TNC	P24821	False	TENA_HUMAN		CPI-SC04AED00CE	0.0	0.074	0.001	0.007	0.002
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0E60FEE99	0.004	0.284	0.039	0.168	0.235
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.002	0.021	0.0	0.014	0.0
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.0	0.063	0.002	0.001	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.026	0.0	0.0	0.0	0.007
HLA-C	HLAC	False	HLAC		CPI-SS034D36D2F	37.12	8.2	2.98	16.986	6.769
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	1.609	0.958	0.117	0.161	0.711
GLRA2	P23416	False	GLRA2_HUMAN		CPI-SS02904BE32	0.057	0.0	0.0	0.0	0.0
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	1.852	0.0	0.0	0.003	0.002
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.002	0.0	0.116	0.003	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS00FB3CB09	0.026	0.0	0.0	0.0	0.007
PGRMC2	O15173	False	PGRC2_HUMAN		CPI-SS0F3D40856	0.376	0.295	0.037	0.269	0.023
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.026	0.0	0.0	0.0	0.007
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.076	0.0	0.054	0.077	0.002
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.341	0.032	0.008	0.001	0.002
FCGR2A	P12318	False	FCG2A_HUMAN		CPI-SS0C17BB772	0.002	0.021	0.001	0.026	0.664
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.002	0.0	0.116	0.003	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.0	0.0	0.001	0.001	0.047
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.002	0.0	0.116	0.003	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0B02DE712	0.452	0.074	0.0	0.002	0.002
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS076BC3BA6	1.271	0.221	0.169	0.412	20.089
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.068	0.0	0.0	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	1.858	0.0	0.001	0.007	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0F4D30D5A	0.452	0.074	0.0	0.002	0.002
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0E25CE362	0.452	0.074	0.0	0.002	0.002
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0055264F3	0.452	0.074	0.0	0.002	0.002
EGFR	P00533	False	EGFR_HUMAN		CPI-SS00EDDD458	0.452	0.074	0.0	0.002	0.002
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	18.712	0.547	0.753	8.799	50.021
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0481D83A4	0.452	0.074	0.0	0.002	0.002
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	0.362	0.284	0.01	0.204	0.424
EGFR	P00533	False	EGFR_HUMAN		CPI-SS08CA619FE	0.452	0.074	0.0	0.002	0.002
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	2.111	0.926	0.017	0.012	0.317
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS054D158CC	0.0	0.0	0.0	0.001	0.0
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.432	0.053	0.058	0.009	0.168
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0A19E9C34	0.452	0.074	0.0	0.002	0.002
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS06BC4D123	1.858	0.0	0.001	0.007	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS088A0A760	0.452	0.074	0.0	0.002	0.002
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	18.712	0.547	0.753	8.799	50.021
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0E6E8A727	0.0	0.0	0.0	0.001	0.0
EGFR	P00533	False	EGFR_HUMAN		CPI-SS0C10824C7	0.452	0.074	0.0	0.002	0.002
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	0.533	0.726	0.261	0.865	0.378
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS05D23BCE8	1.271	0.221	0.169	0.412	20.089
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.004	0.0	0.0	0.317	0.0
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.672	0.053	0.011	0.043	0.247
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	0.09	0.147	0.005	0.159	0.324
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	0.0	0.011	0.002	2.776	0.005
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.002	0.0	0.001	0.055	0.005
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	18.712	0.547	0.753	8.799	50.021
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	0.362	0.284	0.01	0.204	0.424
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	0.362	0.284	0.01	0.204	0.424
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0F4AC5AA2	0.362	0.284	0.01	0.204	0.424
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC063BC3DDE	0.127	0.021	0.115	0.848	0.054
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0329D5397	0.131	0.053	0.358	1.316	0.023
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC092659F65	0.002	0.011	0.001	0.104	0.028
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC08923F7F7	1.751	0.0	0.009	0.037	0.03
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	2.111	0.926	0.017	0.012	0.317
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0049FD74F	0.166	0.042	0.009	0.006	0.026
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	0.181	0.074	0.04	0.038	0.014
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS004A073E1	0.0	0.0	0.0	0.001	0.0
