id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Memory|CD4+ Memory	CD4+ Memory|Enterocytes	CD4+ Memory|Macrophages	CD4+ Memory|Plasma	CD4+ Memory|WNT2B+ Fos-hi	Enterocytes|CD4+ Memory	Enterocytes|Enterocytes	Enterocytes|Macrophages	Enterocytes|Plasma	Enterocytes|WNT2B+ Fos-hi	Macrophages|CD4+ Memory	Macrophages|Enterocytes	Macrophages|Macrophages	Macrophages|Plasma	Macrophages|WNT2B+ Fos-hi	Plasma|CD4+ Memory	Plasma|Enterocytes	Plasma|Macrophages	Plasma|Plasma	Plasma|WNT2B+ Fos-hi	WNT2B+ Fos-hi|CD4+ Memory	WNT2B+ Fos-hi|Enterocytes	WNT2B+ Fos-hi|Macrophages	WNT2B+ Fos-hi|Plasma	WNT2B+ Fos-hi|WNT2B+ Fos-hi
CPI-SS0735F5C3A	TIMP1_FGFR2	simple:P01033	simple:P21802	TIMP1	FGFR2	True	False	True	InnateDB-All	False	0.045	0.078	0.0	0.0	0.082	1.848	1.88	0.0	0.0	1.884	2.038	2.07	0.0	0.0	2.074	0.751	0.783	0.0	0.0	0.787	4.143	4.175	0.0	0.0	4.179
CPI-SS04640F9C3	TFF1_FGFR2	simple:P04155	simple:P21802	TFF1	FGFR2	True	False	True	IMEx,InnateDB-All,MINT	False	0.008	0.04	0.0	0.0	0.044	9.412	9.444	0.0	0.0	9.448	0.012	0.044	0.0	0.0	0.048	0.047	0.079	0.0	0.0	0.084	0.0	0.0	0.0	0.0	0.0
CPI-SS0348DB5E3	FGFR1_FGFR2	simple:P11362	simple:P21802	FGFR1	FGFR2	True	True	True	InnateDB-All	False	0.008	0.041	0.0	0.0	0.045	0.0	0.0	0.0	0.0	0.0	0.007	0.04	0.0	0.0	0.044	0.001	0.033	0.0	0.0	0.038	0.074	0.106	0.0	0.0	0.111
CPI-SS0D636A374	FGF2_FGFR3	simple:P09038	simple:P22607	FGF2	FGFR3	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.059	0.0	0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.001	0.011	0.0	0.063	0.0	0.006	0.016
CPI-SS0E134097C	FGF18_FGFR3	simple:O76093	simple:P22607	FGF18	FGFR3	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.0	0.004	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.058	0.0	0.001	0.011	0.0	0.0	0.0	0.0	0.0
CPI-SS00E68BB92	FGF7_FGFR3	simple:P21781	simple:P22607	FGF7	FGFR3	True	False	True	I2D	False	0.0	0.059	0.0	0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.003	0.013	0.0	0.064	0.0	0.007	0.017	0.0	0.342	0.0	0.285	0.295
CPI-SS0BF3ED143	FGFR2_FGFR3	simple:P21802	simple:P22607	FGFR2	FGFR3	True	True	True	IMEx,InnateDB-All	False	0.0	0.058	0.0	0.001	0.011	0.0	0.091	0.0	0.033	0.043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.095	0.0	0.037	0.047
CPI-SS0CB6968B9	FGF2_FGFRL1	simple:P09038	simple:Q8N441	FGF2	FGFRL1	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.002	0.01	0.002	0.006	0.006	0.0	0.0	0.0	0.0	0.0	0.001	0.009	0.001	0.005	0.005	0.006	0.014	0.006	0.01	0.011
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	SPP1	PTGER4	True	False	True	IMEx,MINT	False	0.061	0.066	0.061	0.006	0.148	0.0	0.0	0.0	0.0	0.0	0.124	0.13	0.125	0.069	0.211	0.063	0.068	0.063	0.007	0.15	0.0	0.0	0.0	0.0	0.0
CPI-SC01AB9BED7	SPP1_a9b1 complex	simple:P10451	complex:a9b1 complex	SPP1		True	False	False	curated	True	0.0	0.002	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.065	0.082	0.0	0.0	0.0	0.003	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC056BF6CBB	TNC_a9b1 complex	simple:P24821	complex:a9b1 complex	TNC		True	False	False	curated	True	0.0	0.002	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.019	0.0	0.0	0.0	0.004	0.021	0.0	0.0	0.0	0.038	0.054	0.0	0.0
CPI-SC062D34C2A	VCAM1_a9b1 complex	simple:P19320	complex:a9b1 complex	VCAM1		False	False	False	curated	True	0.0	0.002	0.018	0.0	0.0	0.0	0.002	0.019	0.0	0.0	0.0	0.016	0.033	0.0	0.0	0.0	0.002	0.018	0.0	0.0	0.0	0.748	0.765	0.0	0.0
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	True	False	True	curated	False	0.02	0.0	0.0	0.02	0.035	0.003	0.0	0.0	0.003	0.018	0.118	0.0	0.0	0.118	0.134	0.085	0.0	0.0	0.085	0.1	0.143	0.0	0.0	0.143	0.158
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	TGFB3	TGFBR3	True	False	True	curated	False	0.001	0.0	0.0	0.002	0.017	0.002	0.0	0.0	0.002	0.017	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.001	0.016	0.011	0.0	0.0	0.011	0.026
CPI-SC0A05D3880	THY1_aMb2 complex	simple:P04216	complex:aMb2 complex	THY1		False	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.006	0.013	0.003	0.0	0.004	0.006	0.014	0.004	0.0	0.953	0.956	0.963	0.953	0.0
CPI-SC07312BD5C	FCER2_aMb2 complex	simple:P06734	complex:aMb2 complex	FCER2		True	True	False	curated	True	0.002	0.005	0.012	0.002	0.0	0.009	0.012	0.019	0.009	0.0	0.005	0.008	0.015	0.005	0.0	0.022	0.025	0.032	0.022	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0B6D68FD5	ICAM1_aMb2 complex	simple:P05362	complex:aMb2 complex	ICAM1		False	True	False	curated	True	0.005	0.008	0.015	0.006	0.0	0.182	0.184	0.192	0.182	0.0	0.213	0.215	0.223	0.213	0.0	0.103	0.105	0.113	0.103	0.0	0.143	0.145	0.153	0.143	0.0
CPI-SC0C3E2D267	F10_aMb2 complex	simple:P00742	complex:aMb2 complex	F10		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.002	0.004	0.012	0.002	0.0	0.002	0.004	0.012	0.002	0.0	0.001	0.003	0.011	0.001	0.0	0.122	0.124	0.132	0.122	0.0
CPI-SC0527EEE7A	C3_aMb2 complex	simple:P01024	complex:aMb2 complex	C3		True	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.003	0.005	0.013	0.003	0.0	0.002	0.004	0.012	0.002	0.0	0.002	0.005	0.012	0.003	0.0	0.279	0.282	0.289	0.28	0.0
CPI-SC0B292AEE6	GP1BA_aMb2 complex	simple:P07359	complex:aMb2 complex	GP1BA		False	False	False	curated	True	0.001	0.004	0.011	0.001	0.0	0.003	0.005	0.013	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0F9DD28F3	JAM3_aMb2 complex	simple:Q9BX67	complex:aMb2 complex	JAM3		True	False	False	curated	True	0.001	0.004	0.011	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.004	0.011	0.001	0.0	0.032	0.035	0.042	0.032	0.0
CPI-SC0C6B54D7A	THY1_aXb2 complex	simple:P04216	complex:aXb2 complex	THY1		False	False	False	curated	True	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.003	0.0	0.0	0.0	0.036	0.004	0.0	0.0	0.0	0.985	0.953	0.0
CPI-SC03446A95E	FCER2_aXb2 complex	simple:P06734	complex:aXb2 complex	FCER2		True	True	False	curated	True	0.0	0.0	0.034	0.002	0.0	0.0	0.0	0.041	0.009	0.0	0.0	0.0	0.037	0.005	0.0	0.0	0.0	0.054	0.022	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0A9458008	ICAM1_aXb2 complex	simple:P05362	complex:aXb2 complex	ICAM1		False	True	False	curated	True	0.0	0.0	0.038	0.005	0.0	0.0	0.0	0.214	0.182	0.0	0.0	0.0	0.245	0.213	0.0	0.0	0.0	0.135	0.103	0.0	0.0	0.0	0.175	0.143	0.0
CPI-SS000568A0E	FCER2_CR2	simple:P06734	simple:P20023	FCER2	CR2	True	True	True	curated	False	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC04AED00CE	TNC_aVb6 complex	simple:P24821	complex:aVb6 complex	TNC		True	False	False	curated	True	0.0	0.364	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.365	0.0	0.002	0.0	0.0	0.367	0.0	0.004	0.0	0.0	0.4	0.0	0.038	0.0
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	TGFB1		True	False	False	curated	True	0.0	0.383	0.0	0.02	0.0	0.0	0.366	0.0	0.003	0.0	0.0	0.481	0.0	0.118	0.0	0.0	0.448	0.0	0.085	0.0	0.0	0.506	0.0	0.143	0.0
CPI-SS087B53ABF	JAM2_JAM3	simple:P57087	simple:Q9BX67	JAM2	JAM3	True	False	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.002	0.033	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.008	0.038	0.012	0.0	0.0	0.011	0.042
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	0.002	0.0	0.0	0.002	0.033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.001	0.032	0.033	0.0	0.0	0.032	0.063
CPI-SS01158CABF	FFAR2_FAM3C	simple:O15552	simple:Q92520	FFAR2	FAM3C	True	True	False	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.03	0.302	0.08	0.416	0.255	0.02	0.293	0.07	0.406	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	HLA-C	FAM3C	True	True	False	InnateDB-All	False	1.507	1.779	1.556	1.893	1.732	18.577	18.849	18.626	18.963	18.802	3.402	3.674	3.451	3.788	3.627	8.51	8.782	8.56	8.896	8.735	4.117	4.389	4.166	4.503	4.342
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	True	True	False	InnateDB-All	False	0.075	0.348	0.125	0.461	0.3	0.822	1.094	0.871	1.208	1.047	0.372	0.645	0.422	0.758	0.598	0.097	0.37	0.147	0.483	0.323	0.496	0.768	0.545	0.882	0.721
CPI-SS02904BE32	GLRA2_FAM3C	simple:P23416	simple:Q92520	GLRA2	FAM3C	True	True	False	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.045	0.318	0.095	0.431	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	CXADR	FAM3C	True	True	False	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.943	1.215	0.992	1.329	1.168	0.018	0.29	0.068	0.404	0.243	0.018	0.291	0.068	0.404	0.244	0.0	0.0	0.0	0.0	0.0
CPI-SS0E2431C09	PDCD1_FAM3C	simple:Q15116	simple:Q92520	PDCD1	FAM3C	True	True	False	InnateDB-All	False	0.075	0.347	0.124	0.461	0.3	0.018	0.29	0.068	0.404	0.243	0.0	0.0	0.0	0.0	0.0	0.018	0.291	0.068	0.404	0.243	0.0	0.0	0.0	0.0	0.0
CPI-SS00FB3CB09	FFAR2_CCL4L2	simple:O15552	simple:Q8NHW4	FFAR2	CCL4L2	True	True	False	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034	0.013	0.0	0.0	0.0	0.024	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	PGRMC2	CCL4L2	True	True	False	IMEx,IntAct	False	0.0	0.0	0.039	0.019	0.0	0.0	0.0	0.209	0.188	0.0	0.0	0.0	0.033	0.012	0.0	0.0	0.0	0.155	0.134	0.0	0.0	0.0	0.168	0.148	0.0
CPI-SS072E1E27A	FFAR2_TNF	simple:O15552	simple:P01375	FFAR2	TNF	True	True	False	IMEx,IntAct	False	0.0	0.0	0.0	0.0	0.0	0.016	0.017	0.098	0.015	0.0	0.006	0.008	0.089	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02246DA17	CXCR3_CXCL9	simple:P49682	simple:Q07325	CXCR3	CXCL9	True	True	False	curated	False	0.027	0.048	0.067	0.028	0.0	0.039	0.059	0.078	0.039	0.0	0.002	0.022	0.041	0.002	0.0	0.039	0.059	0.078	0.039	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F52745F3	DPP4_CXCL9	simple:P27487	simple:Q07325	DPP4	CXCL9	True	True	False	curated	False	0.004	0.025	0.044	0.005	0.0	0.171	0.191	0.21	0.171	0.0	0.002	0.022	0.041	0.002	0.0	0.001	0.021	0.04	0.002	0.0	0.016	0.037	0.055	0.017	0.0
CPI-SS0C17BB772	FCGR2A_CXCL9	simple:P12318	simple:Q07325	FCGR2A	CXCL9	True	True	False	IMEx,IntAct	False	0.001	0.021	0.04	0.002	0.0	0.002	0.022	0.041	0.002	0.0	0.333	0.353	0.372	0.333	0.0	0.013	0.034	0.052	0.014	0.0	0.011	0.031	0.05	0.012	0.0
CPI-SS016EE0084	PDCD1_CD274	simple:Q15116	simple:Q9NZQ7	PDCD1	CD274	False	True	True	curated	False	0.0	0.389	0.068	0.064	0.0	0.0	0.332	0.012	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.332	0.012	0.008	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08F13AD5C	CD80_CD274	simple:P33681	simple:Q9NZQ7	CD80	CD274	False	True	True	curated	False	0.0	0.331	0.011	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.354	0.034	0.03	0.0	0.0	0.331	0.011	0.007	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F5B6B186	PDCD1_PDCD1LG2	simple:Q15116	simple:Q9BQ51	PDCD1	PDCD1LG2	True	True	True	curated	False	0.0	0.0	0.073	0.062	0.063	0.0	0.0	0.016	0.005	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016	0.005	0.007	0.0	0.0	0.0	0.0	0.0
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	0.002	0.012	0.0	0.003	0.034	0.054	0.063	0.0	0.054	0.085	0.005	0.014	0.0	0.005	0.036	0.007	0.017	0.0	0.007	0.038	0.016	0.026	0.0	0.016	0.047
CPI-CS046B3C139	ACVR_1A2A receptor_BMP7	complex:ACVR_1A2A receptor	simple:P18075		BMP7	True	True	False	curated	False	0.001	0.01	0.0	0.001	0.032	0.052	0.061	0.0	0.052	0.083	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.002	0.033	0.006	0.015	0.0	0.006	0.037
CPI-CS0288D901D	ACVR_1A2B receptor_BMP7	complex:ACVR_1A2B receptor	simple:P18075		BMP7	True	True	False	curated	False	0.001	0.01	0.0	0.001	0.032	0.017	0.026	0.0	0.017	0.048	0.003	0.012	0.0	0.003	0.034	0.002	0.012	0.0	0.002	0.033	0.006	0.015	0.0	0.006	0.037
CPI-CS05EAF93CC	BMPR1A_BMPR2_BMP7	complex:BMPR1A_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	0.001	0.01	0.0	0.001	0.032	0.04	0.049	0.0	0.04	0.071	0.005	0.014	0.0	0.005	0.036	0.003	0.013	0.0	0.003	0.034	0.022	0.031	0.0	0.022	0.053
CPI-CS0D35E69F6	BMR1A_ACR2A_BMP7	complex:BMR1A_ACR2A	simple:P18075		BMP7	True	True	False	curated	False	0.001	0.01	0.0	0.001	0.032	0.04	0.049	0.0	0.04	0.071	0.0	0.0	0.0	0.0	0.0	0.002	0.011	0.0	0.002	0.033	0.006	0.015	0.0	0.006	0.037
CPI-CS0C99F8D96	BMR1A_AVR2B_BMP7	complex:BMR1A_AVR2B	simple:P18075		BMP7	True	True	False	curated	False	0.001	0.01	0.0	0.001	0.032	0.017	0.026	0.0	0.017	0.048	0.003	0.012	0.0	0.003	0.034	0.002	0.012	0.0	0.002	0.033	0.006	0.015	0.0	0.006	0.037
CPI-CS0E1BF543E	ACVR1_BMPR2_BMP5	complex:ACVR1_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	0.0	0.0	0.0	0.003	0.081	0.0	0.0	0.0	0.055	0.132	0.0	0.0	0.0	0.006	0.084	0.0	0.0	0.0	0.008	0.086	0.0	0.0	0.0	0.017	0.095
CPI-CS0EC80CA59	ACVR_1A2A receptor_BMP5	complex:ACVR_1A2A receptor	simple:P22003		BMP5	True	True	False	curated	False	0.0	0.0	0.0	0.002	0.079	0.0	0.0	0.0	0.052	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.08	0.0	0.0	0.0	0.006	0.084
CPI-CS0FCC00896	ACVR_1A2B receptor_BMP5	complex:ACVR_1A2B receptor	simple:P22003		BMP5	True	True	False	curated	False	0.0	0.0	0.0	0.002	0.079	0.0	0.0	0.0	0.017	0.095	0.0	0.0	0.0	0.003	0.081	0.0	0.0	0.0	0.003	0.081	0.0	0.0	0.0	0.006	0.084
CPI-CS046BCFC6F	BMPR1A_BMPR2_BMP5	complex:BMPR1A_BMPR2	simple:P22003		BMP5	True	True	False	curated	False	0.0	0.0	0.0	0.002	0.079	0.0	0.0	0.0	0.04	0.118	0.0	0.0	0.0	0.006	0.084	0.0	0.0	0.0	0.004	0.082	0.0	0.0	0.0	0.022	0.1
CPI-CS047EE9E03	BMR1A_ACR2A_BMP5	complex:BMR1A_ACR2A	simple:P22003		BMP5	True	True	False	curated	False	0.0	0.0	0.0	0.002	0.079	0.0	0.0	0.0	0.04	0.118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.08	0.0	0.0	0.0	0.006	0.084
CPI-CS0CA393CC5	BMR1A_AVR2B_BMP5	complex:BMR1A_AVR2B	simple:P22003		BMP5	True	True	False	curated	False	0.0	0.0	0.0	0.002	0.079	0.0	0.0	0.0	0.017	0.095	0.0	0.0	0.0	0.003	0.081	0.0	0.0	0.0	0.003	0.081	0.0	0.0	0.0	0.006	0.084
CPI-CS0C16967C6	ACVR1_BMPR2_BMP6	complex:ACVR1_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.063	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.026	0.0
CPI-CS0FFBA02F8	ACVR_1A2A receptor_BMP6	complex:ACVR_1A2A receptor	simple:P22004		BMP6	True	True	False	curated	False	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.015	0.0
CPI-CS02AEFFE28	ACVR_1A2B receptor_BMP6	complex:ACVR_1A2B receptor	simple:P22004		BMP6	True	True	False	curated	False	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.015	0.0
CPI-CS0F6CFB979	BMPR1A_BMPR2_BMP6	complex:BMPR1A_BMPR2	simple:P22004		BMP6	True	True	False	curated	False	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.031	0.0
CPI-CS0247DA882	BMR1A_ACR2A_BMP6	complex:BMR1A_ACR2A	simple:P22004		BMP6	True	True	False	curated	False	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.015	0.0
CPI-CS076E1A639	BMR1A_AVR2B_BMP6	complex:BMR1A_AVR2B	simple:P22004		BMP6	True	True	False	curated	False	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.026	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.015	0.0
CPI-CS0AEE2FB22	ACVR1_BMPR2_BMP8A	complex:ACVR1_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.054	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.016	0.0
CPI-CS0CE2A204A	ACVR_1A2A receptor_BMP8A	complex:ACVR_1A2A receptor	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0
CPI-CS0860DA460	ACVR_1A2B receptor_BMP8A	complex:ACVR_1A2B receptor	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0
CPI-CS090FFEDFE	BMPR1A_BMPR2_BMP8A	complex:BMPR1A_BMPR2	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.022	0.0
CPI-CS0C091F24B	BMR1A_ACR2A_BMP8A	complex:BMR1A_ACR2A	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0
CPI-CS017A50010	BMR1A_AVR2B_BMP8A	complex:BMR1A_AVR2B	simple:Q7Z5Y6		BMP8A	True	True	False	curated	False	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.006	0.0
CPI-CS091BF99D0	ACVR_1A2A receptor_INHBA	complex:ACVR_1A2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.0	0.0	0.027	0.001	0.022	0.0	0.0	0.078	0.051	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.002	0.023	0.0	0.0	0.032	0.005	0.026
CPI-CS04DD927C9	ACVR_1A2B receptor_INHBA	complex:ACVR_1A2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.0	0.0	0.027	0.001	0.022	0.0	0.0	0.043	0.017	0.037	0.0	0.0	0.029	0.002	0.023	0.0	0.0	0.028	0.002	0.023	0.0	0.0	0.032	0.005	0.026
CPI-CS0533A30DC	ACVR_1B2A receptor_INHBA	complex:ACVR_1B2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.0	0.0	0.027	0.001	0.022	0.0	0.0	0.078	0.051	0.072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.002	0.023	0.0	0.0	0.032	0.005	0.026
CPI-CS0C159B54D	ACVR_1B2B receptor_INHBA	complex:ACVR_1B2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.0	0.0	0.027	0.001	0.022	0.0	0.0	0.043	0.017	0.037	0.0	0.0	0.029	0.002	0.023	0.0	0.0	0.028	0.002	0.023	0.0	0.0	0.032	0.005	0.026
CPI-CS0924060DB	ACVR_1C2A receptor_INHBA	complex:ACVR_1C2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.017	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.002	0.023	0.0	0.0	0.0	0.0	0.0
CPI-CS0B79F5D68	ACVR_1C2B receptor_INHBA	complex:ACVR_1C2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.017	0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.002	0.023	0.0	0.0	0.0	0.0	0.0
CPI-CS0E4E75E3B	BMPR1A_BMPR2_BMP2	complex:BMPR1A_BMPR2	simple:P12643		BMP2	True	True	False	curated	False	0.0	0.362	0.0	0.001	0.016	0.0	0.401	0.0	0.04	0.055	0.0	0.366	0.0	0.005	0.02	0.0	0.364	0.0	0.003	0.018	0.0	0.382	0.0	0.022	0.037
CPI-CS075442484	BMR1A_ACR2A_BMP2	complex:BMR1A_ACR2A	simple:P12643		BMP2	True	True	False	curated	False	0.0	0.362	0.0	0.001	0.016	0.0	0.401	0.0	0.04	0.055	0.0	0.0	0.0	0.0	0.0	0.0	0.363	0.0	0.002	0.017	0.0	0.367	0.0	0.006	0.021
CPI-CS0BE59B43E	BMR1A_AVR2B_BMP2	complex:BMR1A_AVR2B	simple:P12643		BMP2	True	True	False	curated	False	0.0	0.362	0.0	0.001	0.016	0.0	0.378	0.0	0.017	0.032	0.0	0.364	0.0	0.003	0.018	0.0	0.363	0.0	0.002	0.017	0.0	0.367	0.0	0.006	0.021
CPI-CS0E54FF657	BMPR1A_BMPR2_BMP4	complex:BMPR1A_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	0.001	0.013	0.004	0.003	0.732	0.04	0.051	0.043	0.042	0.771	0.006	0.017	0.008	0.007	0.736	0.004	0.015	0.006	0.005	0.734	0.022	0.033	0.025	0.023	0.753
CPI-CS012D15A88	BMR1A_ACR2A_BMP4	complex:BMR1A_ACR2A	simple:P12644		BMP4	True	True	False	curated	False	0.001	0.013	0.004	0.003	0.732	0.04	0.051	0.043	0.042	0.771	0.0	0.0	0.0	0.0	0.0	0.003	0.014	0.005	0.004	0.733	0.006	0.017	0.009	0.008	0.737
CPI-CS0BCDC40FC	BMR1A_AVR2B_BMP4	complex:BMR1A_AVR2B	simple:P12644		BMP4	True	True	False	curated	False	0.001	0.013	0.004	0.003	0.732	0.017	0.028	0.02	0.019	0.748	0.003	0.014	0.006	0.005	0.734	0.003	0.014	0.005	0.004	0.733	0.006	0.017	0.009	0.008	0.737
